id,title,year,location,lat,lng,category,description
Hatch_UDB_1099,Flying Saucer Formation Overhead,7/10/1947,"DOUGLAS, AZ",31.333335,-109.550005,UAP,1 / home. Bright thick 16CM disk just outside window! Wobbles. / r111p19.
Hatch_UDB_1100,Flying Saucer Formation Overhead,7/10/1947,"SANTIAGO, CHL",-33.416668,-70.650003,UAP,Aviation mechanics. Oval silvery saucers / 150M altitude. No further details / News Dispatch.
Hatch_UDB_1101,Flying Saucer Formation Overhead,7/10/1947,"TEMPLE, TX",31.100001,-97.350005,UAP,Ex-Air Force Colonel and more/others. 2 2M disks going quickly south / 350kph into wind. 500M altitude straight & level flight. / r171p99.
Hatch_UDB_1102,Flying Saucer Formation Overhead,7/10/1947,"WEST / BUHL, ID",42.600002,-114.766672,UAP,2 / ranch. 7 saucers going [to] over. Break formation and cross sky very fast. / Buhl Herald.
Hatch_UDB_1103,Flying Saucer Formation Overhead,7/10/1947,"BOISE, ID",43.583335,-116.183339,UAP,Lester Sherill. 8' silver disk fast / 6000' altitude. Makes steep bank going quickly east.
Hatch_UDB_1104,Flying Saucer Formation Overhead,7/10/1947,"CARNATION, WA",47.650002,-121.911117,UAP,2+2 kids. Round flat shiny bluish disk straight and level going quickly north / tremendous speed.
Hatch_UDB_1105,Baffling Event Leaves Witnesses in Awe,7/10/1947,"LOGAN, WVA",37.850002,-81.988893,UAP,1 observer. Round object 'W / turtle back' going [to] straight & level flight. Glistens / sunlight. / Logan Banner.
Hatch_UDB_1106,Flying Saucer Formation Overhead,7/10/1947,"FORT SUMNER, NM",34.583335,-104.200005,UAP,Astronomer LaPaz and 3 / car. Luminous/glowing 300' saucer / clouds. Going up / 600+MPH going north. / r187.
Hatch_UDB_1107,Baffling Event Leaves Witnesses in Awe,7/10/1947,"SMYRNA, GA",33.883335,-84.516671,UAP,"1 / car. ""Flying tin lid"" / incredible speed. Brilliant reflections / sun."
Hatch_UDB_1108,Flying Saucer Formation Overhead,7/10/1947,"HARMON FIELD, NFLD",48.550002,-58.566669,UAP,Air mechanics and more/others. C54-size saucer cuts arc / clouds. Photographs. / r26p154.
Hatch_UDB_1109,Flying Saucer Formation Overhead,7/10/1947,"SKOTFOSS, NORWAY",59.200003,9.5,UAP,3 observer(s). Saucer northwest going southeast. Size and speed of plane. Absolute(ly) silent. Flashes / sunlight.
Hatch_UDB_1110,Baffling Event Leaves Witnesses in Awe,7/10/1947,"NEAR TULSA, OK",36.150002,-95.950005,OTHER,Separate airmen. Perfect ring / light going northeast straight & level flight. Constant speed and altitude..
Hatch_UDB_1111,Flying Saucer Formation Overhead,7/10/1947,"MUKDEN, CHN",41.833335,123.433339,UAP,2+observer(s). 100+4' disks going west over steel factory / 1 minute(s) intervals. / r171p39.
Hatch_UDB_1112,Baffling Event Leaves Witnesses in Awe,7/11/1947 (approximate),"IZTAPA, GUATEMALA",13.933334,-90.716671,UAP,Pan-AM passengers / airport/apartment. Flat-shaped object trails golden vapor.
Hatch_UDB_1113,Flying Saucer Formation Overhead,7/11/1947,"WORTHING, TX",29.416668,-97.033338,UAP,"1 observer. Classic silver saucer. ""Brighter than anything seen before / observer(s)""."
Hatch_UDB_1114,Baffling Event Leaves Witnesses in Awe,7/11/1947,"CODROY, NFLD",47.866669,-59.366669,UAP,"2 observer(s) fast ""dinner-plate"" flies straight and level. 2nd object in 2 days."
Hatch_UDB_1115,Flying Saucer Formation Overhead,7/11/1947,"YUMA, AZ",32.700002,-114.633339,UAP,1 observer. Dog barks. Silent white disk spins. Swoops over housetops. / r171p103.
Hatch_UDB_1116,Flying Saucer Formation Overhead,7/11/1947,"PARAMARAIBO, SURINAM",5.833334,-55.166669,UAP,3+observer(s). 2+1 large bright disks going quickly east toward(s) river. High and fast. / De West.
Hatch_UDB_1117,Silent Aerial Object Displays Unusual Movement,7/11/1947,"LIVINGSTON, MT",45.661113,-110.561116,UAP,Machinist. 25cm shiny object hovers over store. Going up [to] going quickly [to] going west like a bullet.
Hatch_UDB_1118,Baffling Event Leaves Witnesses in Awe,7/11/1947,OVER BAY OF BISCAY,45.000002,-5.0,UAP,Airline crew / 1200M altitude. Grey 'flying tadpole' / 2400M altitude.
Hatch_UDB_1119,Flying Saucer Formation Overhead,7/11/1947,"SOUTHEAST / THE DALLES, OR",45.500002,-121.083339,UAP,2 / ranch. Disk going quickly west / 3km altitude. Faster / any plane. 1500kph. Seen / 30 second(s).
Hatch_UDB_1120,Flying Saucer Formation Overhead,7/11/1947,"GARISENDA, ITL",44.500002,11.344445,UAP,Numerous observer(s). Several luminous disks north going quickly south. Luminous object drops / ground.
Hatch_UDB_1121,Flying Saucer Formation Overhead,7/11/1947,"DOUGLAS, AZ",31.350001,-109.533339,UAP,Bright metallic 15cm disk just outside home window! Wobbles. / r111p20.
Hatch_UDB_1122,Flying Saucer Formation Overhead,7/11/1947,"GREYBACK MOUNTAIN, OR",42.111113,-123.311117,UAP,6 observer(s). 4 disks wobble going south / airplane speed into mountain top.
Hatch_UDB_1123,Flying Saucer Formation Overhead,7/11/1947,"SILVER CITY, NM",32.766668,-108.216672,UAP,2 observer(s) / backyards. Brilliant flying disk west going quickly east / incredible speed. / news.
Hatch_UDB_1124,Flying Saucer Formation Overhead,7/11/1947,"BOCA GRANDE, FL",26.700001,-82.255559,UAP,3 observer(s). 3 disks wobble going quickly north fast. Low altitude. Humming. Silver trails.
Hatch_UDB_1125,Flying Saucer Formation Overhead,7/11/1947,"LONGVIEW, WA",46.138891,-122.938895,UAP,Professor and 4. Several round shiny disks maneuver / 2 groups. Fast. High altitude. Direction unknown.
Hatch_UDB_1126,Baffling Event Leaves Witnesses in Awe,7/12/1947,"GALT, ONT",43.366669,-80.311115,UAP,Observer(s) wakens. 20cm ball / light over head! Observer(s) throws pillow. Object going [to] through wall.
Hatch_UDB_1127,Flying Saucer Formation Overhead,7/12/1947 (approximate),"DRUMHELLER AND LETHBRIDGE, ALTA",51.466669,-112.700005,UAP,Several observer(s). 3 saucers. 1 hovers others go quickly. Going quickly southeast.
Hatch_UDB_1128,Baffling Event Leaves Witnesses in Awe,7/12/1947,"SILVER LAKE, WA",46.294447,-122.783339,OTHER,Lumberman. Silver ball purrs. Reflects sun. Lost going [to] behind cloud.
Hatch_UDB_1129,Baffling Event Leaves Witnesses in Awe,7/12/1947 (approximate),"EAST / LARCH MOUNTAIN, WA",45.700002,-122.033339,OTHER,Prospector. 9 silver ovoids going southeast fast. Bob and weave. No smoke or noise.
Hatch_UDB_1130,Baffling Event Leaves Witnesses in Awe,7/12/1947,"SPRING COULEE, ALTA",49.333336,-113.216672,UAP,5 / car. Silent shiny circular object / white center. Going east. Turns going quickly south. Observer(s) chase.
Hatch_UDB_1131,Flying Saucer Formation Overhead,7/12/1947,"BRAZIL, IN",39.522224,-87.127782,UAP,1 observer. Shiny silver 60cm disk rolls going west across sky. Thin rim and thick center.
Hatch_UDB_1132,Flying Saucer Formation Overhead,7/12/1947,"WILMINGTON, NC",34.227779,-77.944448,UAP,2 observer(s). Brilliant saucer 3 / 4 moon-size going west. Flips / side and enters cloud / rainstorm.
Hatch_UDB_1133,Flying Saucer Formation Overhead,7/12/1947,"GRAND FORKS, ND",47.933336,-97.033338,UAP,Numerous separate observer(s). 12-15 saucers going east. Rotate? Small white disk / 1 observer(s). / r171p106.
Hatch_UDB_1134,Flying Saucer Formation Overhead,7/12/1947,"OVER UTAH LAKE, UT",40.244446,-111.79445,UAP,Private pilot. 6 silver disks flutter and stabilize several X. Going southwest. / r131#5p7.
Hatch_UDB_1135,Flying Saucer Formation Overhead,7/12/1947,"WEST / RIGBY, ID",43.672224,-111.916672,UAP,3 / (seen thru) binoculars. Whirr. 3+3+3+1 bright metallic disks going north. Dip and rise. Small plane follows.
Hatch_UDB_1136,Baffling Event Leaves Witnesses in Awe,7/12/1947,"ELMENDORF AIR FORCE BASE, AK",61.250003,-149.78334,UAP,Several officers. Grey object follows land contours closely / several min.
Hatch_UDB_1137,Flying Saucer Formation Overhead,7/12/1947,"SAND POINT NAS AND SEATTLE, WA",47.633336,-122.283339,UAP,2+2 separate observer(s). Silent silver saucer swerves going quickly east / 12K' altitude.
Hatch_UDB_1138,Flying Saucer Formation Overhead,7/12/1947,"16KM SOUTH / HIGH POINT, NC",35.816668,-80.005559,UAP,2 / private plane. Huge fireball-saucer going north fast. Bottom rotates. / r171p104.
Hatch_UDB_1139,Baffling Event Leaves Witnesses in Awe,7/12/1947,"ELBA TO/FROM ALBION, ID",42.333335,-113.566672,UAP,"5 / car. Dark object going north. Possible landing / mountain peak. ""No bird or plane""."
Hatch_UDB_1140,Flying Saucer Formation Overhead,7/12/1947,"KASHMERE GARDENS, TX",29.811113,-95.327782,UAP,Silver disk / fireball. Bounces and circles. Dips and soars fast. Kugelblitz?
Hatch_UDB_1141,Flying Saucer Formation Overhead,7/12/1947,"WINCHESTER, IN",40.172224,-84.983337,UAP,7 observer(s). 2 disks going west trailing beams / light. Whirl and shoot up and down. Extremely fast.
Hatch_UDB_1142,Baffling Event Leaves Witnesses in Awe,7/13/1947,"BEIJING, CHINA",39.900002,116.366672,OTHER,Many observer(s). Huge sausage with dazzling rays / colored light near summer palace.
Hatch_UDB_1143,Flying Saucer Formation Overhead,7/13/1947,"PONCA CITY, OK",36.705557,-97.083338,UAP,20+observer(s). 40+disks going north. Dull / 1 side and silver. 120kph / 300M altitude into cloud.
Hatch_UDB_1144,Baffling Event Leaves Witnesses in Awe,7/13/1947,BAY OF BISCAY,45.000002,-7.5,UAP,T = GMT. 3 / aircrew. Grey flying tadpole / 4800M altitude. / Arg. papers.
Hatch_UDB_1145,Baffling Event Leaves Witnesses in Awe,7/13/1947,"MUSSELSHELL, MT",46.516669,-108.088894,UAP,1+3 men / railroad/railway platform. Round white object going northwest / irregular path.
Hatch_UDB_1146,Flying Saucer Formation Overhead,7/13/1947,"GARDNER, MA",42.57778,-72.000003,UAP,2 observer(s). Large coin-disk going quickly west over road. Tilts going down. Going quickly [to] WNW. Edge clear. / r187#838.
Hatch_UDB_1147,Flying Saucer Formation Overhead,7/13/1947,"NEAR GRESHAM, OR",45.500002,-122.377784,UAP,3 / car. 2M thin metallic disk swoops and flips. 400 kph / 750M altitude. Turns going south.
Hatch_UDB_1148,Flying Saucer Formation Overhead,7/13/1947,"GRESHAM, OR",45.500002,-122.416673,UAP,Separate observer(s) / home. 4 metallic disks going north. Change positions in formation. 2000M altitude?
Hatch_UDB_1149,Baffling Event Leaves Witnesses in Awe,7/13/1947,"WINGVILLE, OR",44.850002,-117.916672,UAP,4 / dairy farm. Round object going up and down [to] going west toward(s) mountains. 2 private planes follow. / r131#5.
Hatch_UDB_1150,Flying Saucer Formation Overhead,7/13/1947,"NEW CUMBERLAND, WV",40.494446,-80.605559,UAP,3 observer(s). 4-5 bright white 1M disks going quickly south / 15 minute(s) intervals. Meteors?
Hatch_UDB_1151,Flying Saucer Formation Overhead,7/13/1947,"TOPEKA, KS",39.050002,-95.677782,UAP,1 / porch. Disk from northeast stops and circles. 2 more from southwest and southeast join. All going quickly west. Silent.
Hatch_UDB_1152,Flying Saucer Formation Overhead,7/14/1947,"TEMUCO AND CALDERA, CHL",-38.716669,-72.600003,OTHER,"2 separate UFO report(s) / news. Type unknown. No further details. Also 13 July / Puyehue, Chile."
Hatch_UDB_1153,Flying Saucer Formation Overhead,7/14/1947 (approximate),"4 MILES NORTH / LE GRAND, CA",37.283335,-120.250006,UAP,1 / car. Sent shiny metal Saturn-saucer bobs going up and down [to] while crossing road.
Hatch_UDB_1154,Flying Saucer Formation Overhead,7/14/1947,"SYRACUSE, NY",43.016669,-76.150004,UAP,Boy / 13. Featureless 60M cylinder/cigar-shape hovers over orchard 100M away. / NUFORC.
Hatch_UDB_1155,Flying Saucer Formation Overhead,7/14/1947,"SOUTHWEST / WILKESBORO, NC",36.083335,-81.233337,UAP,Blast-buzzing noise. Disk going quickly [to] Cfast / 1500M altitude. No further details / Daily News.
Hatch_UDB_1156,Flying Saucer Formation Overhead,7/14/1947,"SOUTH / IDAHO FALLS, ID",43.416669,-112.033339,UAP,1 / farm. Small disk / irregular course low and slow overhead. Tilts. Going southwest. Odd sound.
Hatch_UDB_1157,Flying Saucer Formation Overhead,7/14/1947,"NAMPA, ID",43.550002,-116.561117,UAP,2 observer(s). 12 disks circle / W. sky. Join / various formations / 10 minute(s). Going quickly west. / news.
Hatch_UDB_1158,Flying Saucer Formation Overhead,7/14/1947,"TIANJIN, CH",39.116669,117.216672,UAP,Many observer(s). 1+2 blue-glowing saucers shoot rays all over/all about. / r208p33+/ r131#5p26.
Hatch_UDB_1159,Flying Saucer Formation Overhead,7/15/1947,"TUCUMCARI, NM",35.172224,-103.722227,UAP,4 observer(s). Luminous saucer wobbles going SSE on edge. Fast. No sparks no trail.
Hatch_UDB_1160,Baffling Event Leaves Witnesses in Awe,7/15/1947,"CONCORD, CA",37.966668,-122.033339,UAP,CAA pilot. 12-15 5M objects / groups. 200mph going west. Odd boomerang / SF news.
Hatch_UDB_1161,Baffling Event Leaves Witnesses in Awe,7/15/1947?,"GRANGESBERG, SWD",60.06667,15.000001,OTHER,2 14M cigars / low / 70kph. 2 rows / portholes. Face / large window. 1M antenna.
Hatch_UDB_1162,Baffling Event Leaves Witnesses in Awe,7/16/1947,"OSLO, NORWAY",59.86667,10.700001,UAP,1 observer. Flying saucepan with handle. Very fast. 'Resembles S. sea island'(??)
Hatch_UDB_1163,Flying Saucer Formation Overhead,7/16/1947,"SALEM, OR",44.944447,-123.033339,UAP,Disk going south 500kph / 1200M altitude. Brisk 30° turn going quickly southeast. Shiny then grey color.
Hatch_UDB_1164,Flying Saucer Formation Overhead,7/16/1947,"MOUNTAIN HOME, ID",43.155558,-115.727783,UAP,2 / car. 1M saucer slowly circles Air Force Base. Brown colored-grey / one side. Silver / other.
Hatch_UDB_1165,Flying Saucer Formation Overhead,7/17/1947,"FT. COLLINS, CO",40.600002,-105.100005,UAP,Ex-Army man and 4. 8 perfect-round shiny silver disks going quickly south extremely fast.
Hatch_UDB_1166,Flying Saucer Formation Overhead,7/17/1947,"OKLA, CITY, OK",35.500002,-97.516671,UAP,1M disk drops / cloud. Back up / cloud when plane passes. Very fast.
Hatch_UDB_1167,Baffling Event Leaves Witnesses in Awe,7/18/1947?,"GOLDFIELD, NV",37.711113,-117.233339,UAP,Miner. Odd round object spins slowly. Spins fast and object going quickly northeast over mountain.
Hatch_UDB_1168,Flying Saucer Formation Overhead,7/18/1947,"NORTH / ARLEE, MT",47.200002,-114.083339,UAP,2 observer(s). 2 saucers play hide and seek / clouds / 30 minutes. Dip and arc all over/all about. Bright and dim.
Hatch_UDB_1169,Baffling Event Leaves Witnesses in Awe,7/18/1947,"JOPLIN, MO",37.083335,-94.516671,OTHER,1 observer. Bright shiny 50cm ovoid going quickly southeast over railroad/railway freight house. / Sunday Globe.
Hatch_UDB_1170,Flying Saucer Formation Overhead,7/19/1947,"HATZIC ISLAND, BC",49.150002,-122.266672,UAP,1 observer. Shiny disk going quickly southeast straight & level flight / 120M altitude directly overhead. Vancouver Sun.
Hatch_UDB_1171,Flying Saucer Formation Overhead,7/19/1947,"BALCARCE, ARG",-37.850002,-58.266669,UAP,100 saucers north going quickly south. 1 paces car. 2 good photos. / r192p321+/ r129p96.
Hatch_UDB_1172,Baffling Event Leaves Witnesses in Awe,7/20/1947,"FROSTBURG, MD",39.666669,-78.91667,UAP,White circular object above broken clouds. Audible sounds-type unknown.
Hatch_UDB_1173,Flying Saucer Formation Overhead,7/20/1947,"NEAR OLAVARRIA, ARG",-36.883335,-60.300003,UAP,"Several / farm. ""Saucer"" drops / 20M altitude. Fast spin. Blue light. Finally going south."
Hatch_UDB_1174,Baffling Event Leaves Witnesses in Awe,7/20/1947,"EKOLN LAKE, UPPLAND, SWEDEN",59.750003,17.616668,OTHER,Air Force man. Metallic football going quickly NNW / 250kph. 550M altitude 1 km away.
Hatch_UDB_1175,Flying Saucer Formation Overhead,7/20/1947,SINGAPORE,1.283333,103.850005,UAP,"UK Army Sgt. ""Saucer"" dips and spirals slowly. Balloon? / Straits Times 23 July."
Hatch_UDB_1176,Flying Saucer Formation Overhead,7/20/1947,"NANJING, CHINA",32.050002,118.783339,UAP,"3 separate military-air observer(s) and more. ""Flying saucer"". Headquarters collecting reports.."
Hatch_UDB_1177,Baffling Event Leaves Witnesses in Awe,7/21/1947,"BOISE, ID",43.616669,-116.216672,OTHER,Ex-airman / ground. Brilliant silver ovoid going quickly NNE / 2000M altitude. 1000kph. No tail.
Hatch_UDB_1178,Baffling Event Leaves Witnesses in Awe,7/22/1947 (approximate),"WILLIMANTIC, CT",41.711113,-72.211115,UAP,"""Man photographs flying metallic hexagon!"". Tilts. No further details [in] local papers."
Hatch_UDB_1179,Flying Saucer Formation Overhead,7/23/1947,"BAURU, BRZ",-22.316668,-49.066669,UAP,Grey 30M saucer going down. 3 2M men / in space-suits draw starmap / dirt. / r108p31+Flying Saucer Review (FSR) v7#6.
Hatch_UDB_1180,Flying Saucer Formation Overhead,7/23/1947,"ODENSALA, SWEDEN",63.150003,14.683334,UAP,Several observer(s). Silent silver saucer going east / 400M altitude. Airplane speed. / AFU Sweden.
Hatch_UDB_1181,Flying Saucer Formation Overhead,7/24/1947,"WOLF POINT, MT",48.088891,-105.638894,UAP,Grey 60cm dishpan-saucer going quickly east fast / 30M altitude. Lady report(s) dishpan missing!
Hatch_UDB_1182,Baffling Event Leaves Witnesses in Awe,7/24/1947,"WEST / SQUANTUM NAS, MA",42.266669,-71.06667,OTHER,2 air observer(s). Shiny silver ball going quickly northwest rising over Milton. Gone / 10 seconds.
Hatch_UDB_1183,Flying Saucer Formation Overhead,7/24/1947,"SOUTH / ARVADA, WYO",44.616669,-106.133338,UAP,1 / (seen thru) binoculars. 2 metallic disks fly on a tilt. Turn to smoke rings. Dissolve!
Hatch_UDB_1184,Flying Saucer Formation Overhead,7/24/1947,"PEHUAJO, ARG",-35.816668,-61.900003,UAP,J. Arigues sees saucer / 60-70M altitude near home. No further details / B. A. Standard / 26 Jul. '47.
Hatch_UDB_1185,Flying Saucer Formation Overhead,7/24/1947,"CHILLIWACK, BC",49.166669,-121.950006,UAP,4 observer(s). Large shiny oval disk going quickly southwest through clouds 500' over mountains. Straight and level.
Hatch_UDB_1186,Baffling Event Leaves Witnesses in Awe,7/24/1947,"OREGON CITY, OR",45.350002,-122.600006,OTHER,"Cabbie. Green-glow ""pear-shaped tube"" going south slow / 240M altitude."
Hatch_UDB_1187,Flying Saucer Formation Overhead,7/25/1947,"EL PASO, TX",31.766668,-106.433338,UAP,Several observer(s). Silver-aluminum disk wobbles like tossed plate / 5 minutes. Going north.
Hatch_UDB_1188,Baffling Event Leaves Witnesses in Awe,7/26/1947,"LIGNY-LE-RIBAULT, FR",47.700002,1.783333,UAP,Several observer(s). Blue-glowing sphere/orb/globe smokes and flames. Going quickly northwest. Also seen / Orleans.
Hatch_UDB_1189,Flying Saucer Formation Overhead,7/28/1947,"NORWOOD, MBA",49.87778,-97.116671,UAP,1 observer. Shiny silver disk going west / very high altitude. Leaves (something behind) puffs / smoke / regular intervals.
Hatch_UDB_1190,Flying Saucer Formation Overhead,7/28/1947,"NORTHWEST / MOUNTAIN HOME, ID",43.200002,-115.833339,UAP,2 pilots / United Airlines (UAL) flight-105. Saucer weaves / 2 minute(s). Turns going quickly northwest and away extremely fast.
Hatch_UDB_1191,Flying Saucer Formation Overhead,7/29/1947,"OVER UNION, OR",45.205558,-117.866672,UAP,Ken Arnold / light plane again. 20-25 brassy disks flip and veer going quickly southwest.
Hatch_UDB_1192,Flying Saucer Formation Overhead,7/29/1947,"NORTHWEST / CANYON FERRY, MT",46.683336,-111.750005,UAP,2 / car. 1M saucer / 3km altitude. Flutters. Going up and down. Lost / clear sky. / MJ#121.
Hatch_UDB_1193,Baffling Event Leaves Witnesses in Awe,7/29/1947,"NORTH / WENDELL, ID",42.850002,-114.716672,UAP,2 / car. 2 round silver objects going [to] extremely fast. Seen / 2 minutes. Very high altitude. No further details / news.
Hatch_UDB_1194,Baffling Event Leaves Witnesses in Awe,7/29/1947,"PORT ORCHARD, WA",47.52778,-122.638895,OTHER,Coroner. Large silver ovoid going down [to] going quickly southeast / 150M altitude. 12' x5'. Silent. Landing?
Hatch_UDB_1195,Flying Saucer Formation Overhead,7/29/1947,"HAMILTON AIR FORCE BASE, CA",38.061113,-122.505561,UAP,2 Air Force Officers. 2 saucers pace P80 landing. Others maneuver and going quickly SSW. / MJ#121.
Hatch_UDB_1196,Flying Saucer Formation Overhead,7/30/1947,"NEAR ESTEVAN, SSK",49.116669,-103.083338,UAP,1 / car. Silent 2M glowing-disk 30cm thick. Going down / clouds. Going quickly southeast overhead fast.
Hatch_UDB_1197,Baffling Event Leaves Witnesses in Awe,7/30/1947,"SOUTH / TAMARACK, ID",44.950002,-116.350006,OTHER,1 observer. Blinding silver fireball dives / Army surplus truck. Hits cab. Very hot.
Hatch_UDB_1198,Baffling Event Leaves Witnesses in Awe,8/1947 (approximate),"MAFFRA, VCT",-37.938891,146.955563,UAP,2 / car near collision. Gold sphere over road jumps aside. High wind stops.
Hatch_UDB_1199,Baffling Event Leaves Witnesses in Awe,8/1947,"JALHAY, BELGIUM",50.550002,5.966667,UAP,2 / farm. Large object quickly going down. Type unknown. 50M circle / burnt grass. Sharply defined.
Hatch_UDB_1200,Flying Saucer Formation Overhead,8/1947 (approximate),"FONTAINEBLEU, FR",48.450002,2.616667,UAP,3 observer(s) / woods. 3 disks southeast going quickly northwest. 3 more follow after. / Contact Lecteurs.
Hatch_UDB_1201,Flying Saucer Formation Overhead,8/1947 (approximate),"VASSOURAS, BRAZIL",-22.416668,-43.633335,UAP,Shiny 38cm metallic saucer wavers / 25M altitude. Indents / dome. Follows railroad/railway tracks.
Hatch_UDB_1202,Silent Aerial Object Displays Unusual Movement,8/1947,"NEAR PUDASJARVI, FNL",65.300003,26.833335,UAP,2 / woods. Brown bullet shape hovers / N. sky. Blue-green tail.
Hatch_UDB_1203,Flying Saucer Formation Overhead,8/1947,"PAOLA, MALTA",35.883335,14.516667,OTHER,Many observer(s). Brilliant cylinder/cigar-shape going quickly northwest. Too fast for a blimp. / UFOIC Sydney NSW.
Hatch_UDB_1204,Flying Saucer Formation Overhead,8/1/1947,"NEAR WINNEMUCCA, NV",40.916669,-117.750006,UAP,Mayor / Boise and 1. 12 disks / V formation / 300M altitude below airliner.
Hatch_UDB_1205,Flying Saucer Formation Overhead,8/1/1947,"ARECHES, FR",45.688891,6.572223,UAP,2 observer(s). 3 dark silent metallic domed-saucer going [to] east-northeast. Rims rotate only. / r171p163.
Hatch_UDB_1206,Baffling Event Leaves Witnesses in Awe,8/3/1947,"HACKENSACK, NJ",40.883335,-74.050004,UAP,"Multiple observer(s). Round black object ""too fast for a balloon. / FBI files."
Hatch_UDB_1207,Baffling Event Leaves Witnesses in Awe,8/4/1947 (approximate),"FT. RICHARDSON, AK",64.300003,-146.166674,UAP,2 Army officers. 3m sphere extremely fast. No contrail. Report to FBI.
Hatch_UDB_1208,Baffling Event Leaves Witnesses in Awe,8/4/1947,"NEAR EVERETT, MASS",42.416669,-71.055559,UAP,Project Bluebook Case #73. Pilot and navigator. 15' glowing gold cylinder/cylindrical object / glaring jet exhaust.
Hatch_UDB_1209,Silent Aerial Object Displays Unusual Movement,8/4/1947,"NEAR BETHEL, AK",60.794447,-161.750008,UAP,Project Bluebook Case #58. Local pilots. Very large dark fuselage hovers. Away / 500mph when neared.
Hatch_UDB_1210,Flying Saucer Formation Overhead,8/5/1947,"NORTHWEST / ONTARIO, OR",44.050002,-116.983339,UAP,3 / ranch. 2 disks going quickly north. Not planes. / r171p200+Ontario Argus 7 Aug. '47.
Hatch_UDB_1211,Flying Saucer Formation Overhead,8/5/1947 (approximate),"NORTHEAST / PHILOMATH, OR",44.561113,-123.300006,UAP,Ex Anti-Aircraft guns/teams-gunner and 2. 3 large disks going quickly northeast abreast / 2500M altitude. Rise and dip.
Hatch_UDB_1212,Flying Saucer Formation Overhead,8/6/1947,"ROBERT LEE, TX",31.88889,-100.483338,UAP,5 observer(s). Saucer maneuvers. Away and back / 15 minute(s). Maneuvers / 30 minute(s). Changes shape going quickly [to] cylinder/cigar-shape.
Hatch_UDB_1213,Flying Saucer Formation Overhead,8/6/1947,"MEDIA, PA",39.916669,-75.383337,UAP,Project Bluebook Case #70. Ex Air Force-pilot and 2. Saucer hovers. Away / 725kph. Slight hiss and flames. / r131p55.
Hatch_UDB_1214,Baffling Event Leaves Witnesses in Awe,8/6/1947,"MYRTLE CREEK, OR",43.022224,-123.272228,UAP,Airport manager chases round metallic object / light plane. Seen twice / 10 minute(s).
Hatch_UDB_1215,Flying Saucer Formation Overhead,8/6/1947,"LANDER, WY",42.833335,-108.733339,UAP,Separate observer(s). Several silver objects / 2 formations going quickly southwest. Tip side-side. Saucer / building site.
Hatch_UDB_1216,Baffling Event Leaves Witnesses in Awe,8/6/1947,"PHILADELPHIA, PA",39.950002,-75.183337,OTHER,"Many observer(s). ""Giant firecracker"". Several hundred mph. / FBI interviews."
Hatch_UDB_1217,Flying Saucer Formation Overhead,8/7/1947,"EAST / RED MOUNTAIN, CA",35.355557,-117.533339,UAP,Judge and Mrs. A. Turner / US395. 7 silver saucers hover / 15-20 minute(s). No further details.
Hatch_UDB_1218,Flying Saucer Formation Overhead,8/7/1947 (approximate),"NEAR TYGH VALLEY, OR",45.250002,-121.166672,UAP,Oibs / (seen thru) binoculars. Domed disk seen. No further details. / Dalles Optimist 15 Aug. '47.
Hatch_UDB_1219,Flying Saucer Formation Overhead,8/7/1947 (approximate),"EIGHTMILE CREEK, OR",45.600002,-121.100006,UAP,Disk sweeps low over wheat field. Near vertical takeoff. No further details.
Hatch_UDB_1220,Flying Saucer Formation Overhead,8/10/1947?,"NEAR FORREST, MBA",49.916669,-99.950005,UAP,7 / car. 8M domed metallic saucer follows car. Hovers / power lines. Blinks out.
Hatch_UDB_1221,Flying Saucer Formation Overhead,8/11/1947,"ST. LOUIS, MO",38.633335,-90.183338,UAP,50+aero-types / ballgame. 9 saucers / vertical V formation / 25K' altitude. Going quickly north / 1000mph.
Hatch_UDB_1222,Baffling Event Leaves Witnesses in Awe,8/13/1947,"REDMOND, WA",47.666669,-122.133339,UAP,Observer(s) = Brummond and Decker. 2 bright objects. Very fast. Seen 8 second(s). No further details. / FBI.
Hatch_UDB_1223,Flying Saucer Formation Overhead,8/13/1947,"SALMON DAM, ID",42.22778,-114.416672,UAP,County officials. 2 saucers very high. Roaring noise. / FBI. / r50p35.
Hatch_UDB_1224,Flying Saucer Formation Overhead,8/13/1947?,"COFFEYVILLE, KS",37.038891,-95.616671,UAP,Many / Navy air-show. 60M disk going quickly east extremely fast. Definite clockwise spin. No trail.
Hatch_UDB_1225,Flying Saucer Formation Overhead,8/13/1947,"AUGER FALLS, ID",42.661113,-114.538894,UAP,3 observer(s). Sky blue 7M saucer / 1000mph east going quickly west / Snake River Canyon. Trees twist.
Hatch_UDB_1226,Flying Saucer Formation Overhead,8/13/1947,"VICTORIA, BC",48.466669,-123.416673,UAP,Several 30cm disks hover 100M over house. Dart away very fast. / Daily Times.
Hatch_UDB_1227,Flying Saucer Formation Overhead,8/14/1947,"NEAR RAVEO, ITL",46.288891,12.877778,UAP,10M domed saucer. Observer(s) faints. Small humanoids (or Greys) take observer(s) rock-pick. Missing time. / r39p30.
Hatch_UDB_1228,Baffling Event Leaves Witnesses in Awe,8/14/1947,GUAM,14.433334,144.750007,OTHER,Enlisted men. Several crescents zigzag / twice plane-speed. / FBI files / APRO.
